job_id,title,role_id,role_title,category,company,company_type,company_tier,location,location_tier,min_experience_years,max_experience_years,avg_experience_years,required_skills,preferred_skills,all_skills,salary_min_lpa,salary_max_lpa,salary_mid_lpa,description,posted_days_ago,applicants_count
JOB-3228,Junior Associate Business Intelligence Analyst,bi_analyst,Business Intelligence Analyst,Analytics,Accenture Applied Intelligence,Global IT Consulting,Tier-2,"Chennai, Tamil Nadu",Tier-2,1,3,3,"problem_solving,communication,sql,excel,tableau,statistics,power_bi,business_intelligence","snowflake,postgresql,etl_pipelines","problem_solving,communication,snowflake,sql,postgresql,excel,tableau,statistics,power_bi,business_intelligence,etl_pipelines",6.1,12.8,9.4,"We are hiring a talented Business Intelligence Analyst to join Accenture Applied Intelligence in Chennai, Tamil Nadu. Transforms business data into strategic executive dashboards, reports, and predictive trend analyses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Problem Solving, Communication, Sql, Excel, Tableau, Statistics, Power Bi, Business Intelligence. Preferred / Good to have: Snowflake, Postgresql, Etl Pipelines. Strong analytical mindset, problem-solving, and communication skills required.",22,194
JOB-3229,Mid-Level Specialist Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,Walmart Global Tech,Retail Tech,Tier-1,"Hyderabad, Telangana",Tier-1,3,6,4,"postgresql,docker,django,fastapi,rest_apis,data_structures_algorithms,system_design,git,python",node_js,"postgresql,docker,node_js,django,fastapi,rest_apis,data_structures_algorithms,system_design,git,python",12.8,34.0,23.4,"We are hiring a talented Backend Software Engineer to join Walmart Global Tech in Hyderabad, Telangana. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 4+ years of experience with Postgresql, Docker, Django, Fastapi, Rest Apis, Data Structures Algorithms, System Design, Git, Python. Preferred / Good to have: Node Js. Strong analytical mindset, problem-solving, and communication skills required.",10,137
JOB-3230,Mid-Level Specialist Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,IBM India Research,Enterprise Tech,Tier-2,"Kolkata, West Bengal",Tier-3,3,6,5,"cpp,docker,scikit_learn,tensorflow,pytorch,computer_vision,rest_apis,deep_learning,python",aws,"cpp,docker,scikit_learn,aws,tensorflow,pytorch,computer_vision,rest_apis,deep_learning,python",14.7,39.5,27.1,"We are hiring a talented Computer Vision Engineer to join IBM India Research in Kolkata, West Bengal. Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 5+ years of experience with Cpp, Docker, Scikit Learn, Tensorflow, Pytorch, Computer Vision, Rest Apis, Deep Learning, Python. Preferred / Good to have: Aws. Strong analytical mindset, problem-solving, and communication skills required.",5,63
JOB-3231,Junior Associate Database Administrator & Architect (DBA),database_administrator,Database Administrator & Architect (DBA),Engineering,Uber Engineering,Tech Giant,Tier-1,"Hyderabad, Telangana",Tier-1,1,3,2,"redis,mysql,postgresql,sql,linux,bash,aws,mongodb,system_design",monitoring_observability,"redis,mysql,postgresql,sql,linux,bash,aws,mongodb,system_design,monitoring_observability",10.5,29.5,20.0,"We are hiring a talented Database Administrator & Architect (DBA) to join Uber Engineering in Hyderabad, Telangana. Maintains database reliability, replication, query tuning, indexing optimization, and high availability clusters. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Redis, Mysql, Postgresql, Sql, Linux, Bash, Aws, Mongodb, System Design. Preferred / Good to have: Monitoring Observability. Strong analytical mindset, problem-solving, and communication skills required.",21,25
JOB-3232,Junior Associate QA Automation & SDET Engineer,sdet_qa_engineer,QA Automation & SDET Engineer,Software Engineering,EY GDS,Consulting Tier-1,Tier-2,"Pune, Maharashtra",Tier-1,1,3,1,"javascript,linux,qa_automation,rest_apis,agile_scrum,git,ci_cd,python",java,"linux,javascript,qa_automation,rest_apis,agile_scrum,java,git,ci_cd,python",6.2,15.9,11.1,"We are hiring a talented QA Automation & SDET Engineer to join EY GDS in Pune, Maharashtra. Authors automated test suites, end-to-end integration frameworks, and load testing harnesses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Javascript, Linux, Qa Automation, Rest Apis, Agile Scrum, Git, Ci Cd, Python. Preferred / Good to have: Java. Strong analytical mindset, problem-solving, and communication skills required.",17,41
JOB-3233,Junior Associate NLP / LLM Engineer,nlp_engineer,NLP / LLM Engineer,Data Science,NVIDIA Bangalore,AI Tech Giant,Tier-1,"Bangalore, Karnataka",Tier-1,1,3,3,"machine_learning,fastapi,llms,pytorch,nlp,deep_learning,git",scikit_learn,"machine_learning,scikit_learn,fastapi,llms,pytorch,nlp,deep_learning,git",23.4,61.9,42.6,"We are hiring a talented NLP / LLM Engineer to join NVIDIA Bangalore in Bangalore, Karnataka. Develops conversational AI systems, RAG pipelines, LLM fine-tuning, and semantic search architectures. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Machine Learning, Fastapi, Llms, Pytorch, Nlp, Deep Learning, Git. Preferred / Good to have: Scikit Learn. Strong analytical mindset, problem-solving, and communication skills required.",27,114
JOB-3234,Junior Associate Backend Software Engineer,backend_developer,Backend Software Engineer,Software Engineering,JPMorgan Chase & Co.,Fintech & Investment Banking,Tier-1,"Kolkata, West Bengal",Tier-3,1,3,2,"postgresql,linux,docker,django,rest_apis,data_structures_algorithms,git,ci_cd,python","mongodb,aws","postgresql,linux,docker,django,aws,rest_apis,mongodb,data_structures_algorithms,git,ci_cd,python",8.0,23.7,15.8,"We are hiring a talented Backend Software Engineer to join JPMorgan Chase & Co. in Kolkata, West Bengal. Architects resilient server-side applications, database schemas, REST APIs, and microservices. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Postgresql, Linux, Docker, Django, Rest Apis, Data Structures Algorithms, Git, Ci Cd, Python. Preferred / Good to have: Mongodb, Aws. Strong analytical mindset, problem-solving, and communication skills required.",12,68
JOB-3235,Junior Associate Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,Ola Cabs,High-Growth Unicorn,Tier-1,"Pune, Maharashtra",Tier-1,1,3,2,"cpp,docker,pytorch,tensorflow,computer_vision,deep_learning,python",git,"cpp,docker,tensorflow,pytorch,computer_vision,deep_learning,git,python",12.9,35.0,23.9,"We are hiring a talented Computer Vision Engineer to join Ola Cabs in Pune, Maharashtra. Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Cpp, Docker, Pytorch, Tensorflow, Computer Vision, Deep Learning, Python. Preferred / Good to have: Git. Strong analytical mindset, problem-solving, and communication skills required.",3,355
JOB-3236,Junior Associate Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,Ola Electric,EV Tech Unicorn,Tier-1,"Ahmedabad, Gujarat",Tier-3,1,3,2,"product_analytics,sql,collaboration,excel,tableau,statistics,power_bi,business_intelligence,python",dbt,"product_analytics,sql,collaboration,excel,tableau,statistics,power_bi,business_intelligence,python,dbt",7.4,17.6,12.5,"We are hiring a talented Product & Growth Analyst to join Ola Electric in Ahmedabad, Gujarat. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 2+ years of experience with Product Analytics, Sql, Collaboration, Excel, Tableau, Statistics, Power Bi, Business Intelligence, Python. Preferred / Good to have: Dbt. Strong analytical mindset, problem-solving, and communication skills required.",17,232
JOB-3237,Mid-Level Specialist Generative AI & Agentic AI Specialist,genai_engineer,Generative AI & Agentic AI Specialist,Data Science & AI,Walmart Global Tech,Retail Tech,Tier-1,"Kolkata, West Bengal",Tier-3,3,6,6,"docker,fastapi,llms,pytorch,rest_apis,nlp,system_design,python","mlops,git,aws","docker,fastapi,llms,pytorch,aws,rest_apis,nlp,system_design,git,mlops,python",24.5,61.2,42.9,"We are hiring a talented Generative AI & Agentic AI Specialist to join Walmart Global Tech in Kolkata, West Bengal. Architects multi-agent AI systems, custom vector embeddings, LLM orchestration, and enterprise RAG solutions. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 6+ years of experience with Docker, Fastapi, Llms, Pytorch, Rest Apis, Nlp, System Design, Python. Preferred / Good to have: Mlops, Git, Aws. Strong analytical mindset, problem-solving, and communication skills required.",20,373
JOB-3238,Senior Engineer Data Analyst,data_analyst,Data Analyst,Analytics,Target India,Retail Enterprise,Tier-2,"Mumbai, Maharashtra",Tier-1,6,10,9,"communication,sql,excel,tableau,power_bi,agile_scrum,business_intelligence,python,etl_pipelines",snowflake,"communication,snowflake,sql,excel,tableau,power_bi,agile_scrum,business_intelligence,python,etl_pipelines",10.5,23.1,16.8,"We are hiring a talented Data Analyst to join Target India in Mumbai, Maharashtra. Analyzes complex datasets to deliver actionable business insights, dashboards, and KPI metrics. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 9+ years of experience with Communication, Sql, Excel, Tableau, Power Bi, Agile Scrum, Business Intelligence, Python, Etl Pipelines. Preferred / Good to have: Snowflake. Strong analytical mindset, problem-solving, and communication skills required.",20,258
JOB-3239,Entry Level Computer Vision Engineer,cv_engineer,Computer Vision Engineer,Data Science,Infosys Center of AI,IT Services & Enterprise,Tier-2,"Hyderabad, Telangana",Tier-1,0,1,1,"cpp,linux,docker,scikit_learn,pytorch,tensorflow,computer_vision,deep_learning,python",rest_apis,"cpp,linux,docker,scikit_learn,pytorch,tensorflow,computer_vision,rest_apis,deep_learning,python",8.2,24.4,16.3,"We are hiring a talented Computer Vision Engineer to join Infosys Center of AI in Hyderabad, Telangana. Designs deep learning algorithms for video analysis, object detection, robotics, and image processing. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Cpp, Linux, Docker, Scikit Learn, Pytorch, Tensorflow, Computer Vision, Deep Learning, Python. Preferred / Good to have: Rest Apis. Strong analytical mindset, problem-solving, and communication skills required.",10,143
JOB-3240,Junior Associate QA Automation & SDET Engineer,sdet_qa_engineer,QA Automation & SDET Engineer,Software Engineering,InMobi,AdTech Unicorn,Tier-1,"Hyderabad, Telangana",Tier-1,1,3,3,"problem_solving,sql,javascript,linux,qa_automation,rest_apis,git,ci_cd,python",java,"problem_solving,sql,linux,javascript,qa_automation,rest_apis,java,git,ci_cd,python",9.4,25.0,17.2,"We are hiring a talented QA Automation & SDET Engineer to join InMobi in Hyderabad, Telangana. Authors automated test suites, end-to-end integration frameworks, and load testing harnesses. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 3+ years of experience with Problem Solving, Sql, Javascript, Linux, Qa Automation, Rest Apis, Git, Ci Cd, Python. Preferred / Good to have: Java. Strong analytical mindset, problem-solving, and communication skills required.",5,267
JOB-3241,Junior Associate Full Stack Developer,full_stack_developer,Full Stack Developer,Software Engineering,Swiggy,High-Growth Unicorn,Tier-1,"Chennai, Tamil Nadu",Tier-2,1,3,1,"postgresql,javascript,node_js,fastapi,rest_apis,react,python","redis,system_design,mongodb","redis,postgresql,javascript,node_js,system_design,fastapi,rest_apis,mongodb,react,python",6.9,23.5,15.2,"We are hiring a talented Full Stack Developer to join Swiggy in Chennai, Tamil Nadu. Builds end-to-end user interfaces, web applications, backend services, and database layers. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Postgresql, Javascript, Node Js, Fastapi, Rest Apis, React, Python. Preferred / Good to have: Redis, System Design, Mongodb. Strong analytical mindset, problem-solving, and communication skills required.",26,30
JOB-3242,Junior Associate Product & Growth Analyst,product_analyst,Product & Growth Analyst,Analytics,Zomato,High-Growth Unicorn,Tier-1,"Kolkata, West Bengal",Tier-3,1,3,1,"problem_solving,product_analytics,sql,tableau,statistics,power_bi,business_intelligence,python",collaboration,"problem_solving,product_analytics,sql,collaboration,tableau,statistics,power_bi,business_intelligence,python",6.7,17.4,12.0,"We are hiring a talented Product & Growth Analyst to join Zomato in Kolkata, West Bengal. Drives product experimentation, user funnel optimization, cohort retention, and A/B test analysis. You will work with high-performing cross-functional teams to build scalable solutions. Key Requirements: 1+ years of experience with Problem Solving, Product Analytics, Sql, Tableau, Statistics, Power Bi, Business Intelligence, Python. Preferred / Good to have: Collaboration. Strong analytical mindset, problem-solving, and communication skills required.",26,19
